78,406,0.037635,137,0.017043,0.00086,8.64685e-15,0.026129,2.12537e-14
80,440,0.040246,154,0.019166,0.000915,9.75612e-15,0.025479,4.13183e-14
82,450,0.040374,135,0.016431,0.000912,1.92588e-14,0.025073,2.02609e-14
84,436,0.053898,143,0.018131,0.000861,7.00912e-15,0.025779,1.45762e-14
86,467,0.041917,135,0.016312,0.000877,8.6379e-15,0.025194,2.93815e-14
88,433,0.039453,130,0.015807,0.000871,5.96093e-15,0.025908,1.2804e-14
90,476,0.042807,157,0.018965,0.000874,1.19759e-14,0.025313,2.03762e-14
92,400,0.036264,125,0.015231,0.000856,3.07222e-14,0.025005,1.46234e-14
94,464,0.042537,145,0.017704,0.000837,9.38293e-15,0.025811,2.42124e-14
96,468,0.044045,139,0.016928,0.000863,1.69013e-14,0.025481,1.86522e-14
98,450,0.042032,143,0.017758,0.000859,8.75163e-15,0.0257,4.11075e-14
100,468,0.043349,141,0.017406,0.000854,6.37552e-15,0.025657,2.59435e-14
150,558,0.049185,127,0.015056,0.00086,3.41957e-14,0.025798,2.33407e-14
200,610,0.055087,149,0.017938,0.000867,4.78195e-14,0.026189,4.43146e-14
250,632,0.05598,163,0.019184,0.000854,1.59884e-14,0.025375,2.75075e-14
300,623,0.057124,151,0.018127,0.000883,2.94433e-14,0.026203,2.85288e-14
350,653,0.058551,135,0.015967,0.000914,4.45965e-14,0.025757,5.11557e-14
400,648,0.057042,139,0.016367,0.000831,1.57811e-14,0.02645,5.702e-14
450,689,0.060218,143,0.016949,0.000815,7.76676e-14,0.024464,7.22344e-14
500,718,0.063637,127,0.015605,0.000876,3.18605e-14,0.026605,7.99639e-14
550,735,0.066579,159,0.019231,0.000872,1.05337e-13,0.025925,6.34951e-14
600,729,0.06471,129,0.015158,0.000852,2.49837e-14,0.025371,3.31966e-14
650,694,0.060926,141,0.016782,0.000914,1.65971e-14,0.025566,1.75114e-13
700,759,0.067103,127,0.015033,0.000853,5.45216e-14,0.026307,3.48806e-14
750,780,0.071363,141,0.016759,0.000839,1.02292e-13,0.025788,2.63627e-14
800,758,0.067662,129,0.015649,0.000885,1.08234e-13,0.025909,5.21992e-14
850,757,0.068272,145,0.017429,0.000879,5.92272e-14,0.025279,3.24145e-13
900,783,0.070531,139,0.017074,0.000863,9.21133e-14,0.025576,5.66201e-14
950,804,0.069387,155,0.017748,0.000822,1.06144e-13,0.025244,1.73086e-13
1000,756,0.066882,133,0.016158,0.000861,1.85694e-14,0.025779,7.25511e-14
1200,815,0.072323,131,0.015834,0.000856,2.80141e-13,0.025763,1.86763e-13
1400,811,0.073357,125,0.015445,0.000874,2.51675e-14,0.025734,1.37991e-13
1600,831,0.07552,147,0.017896,0.000859,1.17125e-13,0.025842,2.63598e-13
1800,843,0.078408,161,0.019344,0.000834,1.95312e-13,0.025585,1.61621e-13
2000,804,0.073315,149,0.018057,0.000853,1.23533e-13,0.0254,5.14e-13
2200,946,0.086948,133,0.016487,0.000872,1.77367e-14,0.027087,4.98967e-13
2400,843,0.076566,137,0.016858,0.00086,5.74785e-13,0.027098,2.89495e-14
2600,847,0.077723,141,0.017663,0.00089,2.2648e-13,0.033279,4.95497e-14
2800,964,0.086162,125,0.015001,0.000844,1.71231e-13,0.024865,1.8491e-13
3000,914,0.083007,157,0.019289,0.000862,1.0807e-12,0.026247,2.37382e-13
3200,935,0.085051,127,0.015492,0.000835,2.4547e-13,0.02548,5.80902e-13
3400,1191,0.108277,139,0.016367,0.00085,1.68285e-13,0.025998,1.06268e-12
3600,1941,0.171827,127,0.015236,0.000849,3.27124e-13,0.025364,1.89928e-13
3800,20102,1.78778,139,0.016421,0.000822,2.30549e-13,0.024897,1.32557e-12
4000,2040,0.182624,128,0.015925,0.000859,1.09751e-12,0.02571,2.33413e-13
4200,3595,0.327371,143,0.016996,0.000847,6.28906e-13,0.024686,3.51258e-13
4400,6011,0.54078,137,0.016174,0.000813,9.06294e-14,0.024577,1.77424e-12
4600,921869,83.9182,153,0.018233,0.000858,2.71451e-13,0.026037,1.34281e-12
4800,31532,2.83207,131,0.015946,0.000886,2.73022e-13,0.025278,4.46035e-13
5000,132852,12.0176,129,0.015611,0.000836,2.45763e-13,0.025634,5.41853e-13
5200,3043597,271.519,124,0.015089,0.00086,1.30543e-12,0.025618,8.12067e-13
